Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00     640/10183204     std::pair<std::__detail::_Node_iterator<std::pair<int const, Ship>, false, false>, bool> std::_Hashtable<int, std::pair<int const, Ship>, std::allocator<std::pair<int const, Ship> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::emplace<int&, Ship&>(int&, Ship&) [118]
                0.00    0.00     640/10183204     std::pair<std::__detail::_Node_iterator<std::pair<int const, Ship>, false, false>, bool> std::unordered_map<int, Ship, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, Ship> > >::emplace<int&, Ship&>(int&, Ship&) [117]
                0.00    0.00     640/10183204     std::pair<int const, Ship>::pair<int&, Ship&, true>(int&, Ship&) [130]
                0.00    0.00    1920/10183204     std::__detail::_Hash_node<std::pair<int const, Ship>, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, Ship>, false> > >::_M_allocate_node<int&, Ship&>(int&, Ship&) [126]
                0.00    0.00  618566/10183204     std::__detail::_Hash_node<int, false>* std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > >::operator()<int&>(int&) const [94]
                0.00    0.00  618566/10183204     std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > >::__node_ptr std::__detail::_NodeBuilder<std::__detail::_Identity>::_S_build<int&, int&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > >(int&, int&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > const&) [87]
                0.00    0.00  974687/10183204     int& std::__detail::_ConvertToValueType<std::__detail::_Identity, int>::operator()<int&>(int&) const [104]
                0.00    0.00  974687/10183204     int& std::__detail::_Identity::operator()<int&>(int&) const [105]
                0.00    0.00  974687/10183204     std::__conditional<std::__and_<std::__is_nothrow_invocable<std::hash<int>&, int const&>, std::__not_<std::__is_nothrow_invocable<std::hash<int>&, int&> > >::value>::type<int, int&> std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_S_forward_key<int&>(int&) [47]
                0.00    0.00  974687/10183204     std::pair<std::__detail::_Node_iterator<int, true, false>, bool> std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert<int&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > >(int&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > const&, std::integral_constant<bool, true>) [17]
                0.00    0.00 1237132/10183204     std::pair<std::__detail::_Node_iterator<int, true, false>, bool> std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert_unique<int&, int&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > >(int&, int&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > const&) [23]
                0.00    0.00 1855698/10183204     std::__detail::_Hash_node<int, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_allocate_node<int&>(int&) [97]
                0.00    0.00 1949374/10183204     std::pair<std::__detail::_Node_iterator<int, true, false>, bool> std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert_unique_aux<int&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > >(int&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > const&) [18]
[34]     0.9    0.02    0.00 10183204         int& std::forward<int&>(std::remove_reference<int&>::type&) [34]
-----------------------------------------------
                0.00    0.00     647/2408110     std::__detail::_Hash_code_base<int, std::pair<int const, Ship>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(unsigned long long, unsigned long long) const [157]
                0.00    0.00    1670/2408110     std::__detail::_Hash_code_base<int, std::pair<int const, Ship>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node_value<std::pair<int const, Ship>, false> const&, unsigned long long) const [142]
                0.00    0.00    3291/2408110     std::__detail::_Hash_code_base<Ship, std::pair<Ship const, int>, std::__detail::_Select1st, std::hash<Ship>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node_value<std::pair<Ship const, int>, false> const&, unsigned long long) const [141]
                0.00    0.00    6407/2408110     std::__detail::_Hash_code_base<Ship, std::pair<Ship const, int>, std::__detail::_Select1st, std::hash<Ship>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(unsigned long long, unsigned long long) const [140]
                0.01    0.00 1032052/2408110     std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(unsigned long long, unsigned long long) const [84]
                0.01    0.00 1364043/2408110     std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node_value<int, false> const&, unsigned long long) const [31]
[35]     0.9    0.02    0.00 2408110         std::__detail::_Mod_range_hashing::operator()(unsigned long long, unsigned long long) const [35]
-----------------------------------------------
                0.00    0.02  241212/241212      int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [38]
[36]     0.9    0.00    0.02  241212         int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [36]
                0.01    0.01  241212/241212      int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [40]
-----------------------------------------------
                0.00    0.00    1280/241212      GameStateManager::compute_energies() const [116]
                0.00    0.00    1280/241212      Ship::Ship(Ship&&) [135]
                0.00    0.01  118452/241212      Ship::Ship(Ship const&) [82]
                0.00    0.01  120200/241212      GameStateManager::update_marginals(Ship&, int) [9]
[37]     0.9    0.00    0.02  241212         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [37]
                0.00    0.02  241212/241212      int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [39]
                0.00    0.00  241212/254981      std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [301]
                0.00    0.00  241212/576428      std::vector<int, std::allocator<int> >::size() const [290]
                0.00    0.00  241212/242574      std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long long, std::allocator<int> const&) [316]
                0.00    0.00  241212/488193      std::__new_allocator<int>::~__new_allocator() [293]
                0.00    0.00  241212/493716      std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [292]
                0.00    0.00  241212/241212      std::vector<int, std::allocator<int> >::end() const [317]
                0.00    0.00  241212/241212      std::vector<int, std::allocator<int> >::begin() const [318]
-----------------------------------------------
                0.00    0.02  241212/241212      int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [39]
[38]     0.9    0.00    0.02  241212         int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [38]
                0.00    0.02  241212/241212      int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [36]
-----------------------------------------------
                0.00    0.02  241212/241212      std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [37]
[39]     0.9    0.00    0.02  241212         int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [39]
                0.00    0.02  241212/241212      int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [38]
-----------------------------------------------
                0.01    0.01  241212/241212      int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [36]
[40]     0.9    0.01    0.01  241212         int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [40]
                0.00    0.01  241212/241212      int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [59]
                0.00    0.00  482424/482424      __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [296]
